Locality,Type_of_property,Subtype_of_property,Price,TransactionType,No_of_rooms,Kitchen,IsFurnished,Fireplace_exist,Garden,Terrace,Surface_area_of_land,Living_area,Facade_count,Swimming_pool,State_of_building
Rue Stanislas Fleussu   4,house,villa,199000,for sale,2,1,0,0,1,1,192m2,117m2,nu,0,good
Rue Davipont   6,house,house,199000,for sale,5,1,0,0,1,1,190m2,277m2,nu,0,good
Grand'Route   275,house,house,200000,for sale,6,1,0,0,0,0,0m2,260m2,nu,0,to restore
Rue Fond Crahay   5,house,town house,210000,for sale,2,1,0,0,1,1,190m2,90m2,2,0,good
Bruggestraat   438,house,house,210000,for sale,2,1,0,0,1,1,302m2,190m2,nu,0,good
Vlaanderenlaan   42,house,house,215000,for sale,3,1,0,0,0,0,430m2,121m2,nu,0,good
Duinkerkestraat   9,house,house,219000,for sale,3,1,0,0,0,1,84m2,187m2,nu,0,good
Rue Léon Debatisse   25,house,villa,220000,for sale,4,1,0,1,0,1,800m2,178m2,4,0,as new
Mechelbaan   3,house,house,225000,for sale,3,1,0,0,1,0,620m2,180m2,3,0,to renovate
Bikschotestraat   1          Box B,house,house,225000,for sale,4,1,0,1,1,1,566m2,215m2,2,0,good
Hoogstraat   73,house,house,229000,for sale,4,1,0,0,1,1,500m2,187m2,nu,0,to be done up
Sint-Jorisstraat   34,house,house,229000,for sale,3,1,0,0,1,1,166m2,190m2,nu,0,good
Merestraat   91,house,mixed use building,234000,for sale,2,1,0,0,0,1,90m2,72m2,2,0,good
Brugsesteenweg   279,house,house,235000,for sale,2,1,0,0,1,1,286m2,180m2,nu,0,as new
Bormansstraat   21,house,house,239000,for sale,4,1,0,0,0,1,312m2,166m2,3,0,good
Bohemen   66,house,house,239000,for sale,3,0,0,0,0,0,310m2,162m2,nu,0,good
Rue du Basteau   36,house,villa,245000,for sale,3,1,0,0,1,0,1342m2,140m2,nu,0,as new
Overpoortstraat   19,house,house,245000,for sale,2,1,0,0,0,0,34m2,60m2,nu,0,good
Gallifortlei   11,house,house,249000,for sale,2,1,0,0,1,1,95m2,109m2,nu,0,good
"Rue de Chièvres,   485",house,house,249000,for sale,3,1,0,0,1,1,536m2,146m2,3,0,good
Julius en Maurits Sabbestraat   177,house,house,249000,for sale,3,1,0,0,0,1,350m2,187m2,nu,0,as new
Kakelenberg   11,house,house,249000,for sale,4,1,0,0,0,0,1553m2,170m2,nu,0,to renovate
Hoveniersstraat   5,house,house,250000,for sale,5,1,0,0,0,0,46m2,120m2,nu,0,to be done up
Rue de Fleurjoux   372,house,house,259000,for sale,4,1,0,0,0,1,0m2,175m2,nu,0,just renovated
Martinegatstraat   7,house,house,259000,for sale,4,1,0,0,0,1,440m2,219m2,nu,0,good
Wilgendijk   1,house,house,260000,for sale,3,1,0,0,0,1,136m2,285m2,nu,0,to be done up
Brugsesteenweg   105,house,house,265000,for sale,4,1,0,0,1,1,379m2,170m2,nu,0,to renovate
Steenweg   485,house,house,265000,for sale,3,1,0,0,1,0,450m2,140m2,nu,0,to renovate
Rue Jean d'Outremeuse   75,house,apartment block,269000,for sale,5,0,0,0,0,0,180m2,360m2,4,0,to renovate
Torhoutsesteenweg   49,house,house,269000,for sale,5,1,0,0,0,0,75m2,323m2,nu,0,to renovate
Walleweg   14,house,house,269000,for sale,4,1,0,0,1,1,285m2,188m2,nu,0,good
Molenbeekstraat   54,house,house,269000,for sale,1,1,0,0,1,1,329m2,110m2,nu,0,to be done up
Jardin des Fleurs   60,house,house,270000,for sale,1,0,0,0,0,0,85m2,60m2,2,0,
Meensesteenweg   78,house,house,270000,for sale,3,1,0,0,1,1,120m2,122m2,3,0,as new
Bosdreef   33,house,house,274000,for sale,3,1,0,0,1,1,187m2,167m2,2,0,just renovated
Haillemont   6,house,country cottage,275000,for sale,3,1,0,0,0,0,665m2,190m2,4,0,
Markegemsesteenweg   19,house,house,275000,for sale,3,1,0,0,0,1,115m2,135m2,nu,0,just renovated
Waalstraat   113,house,house,275000,for sale,4,1,0,0,0,0,442m2,152m2,nu,0,to be done up
Avenue du Parc   91,house,house,279000,for sale,3,1,0,0,0,0,440m2,250m2,nu,0,to renovate
Kortrijkseweg   337,house,house,279000,for sale,4,1,0,0,0,0,775m2,165m2,nu,0,to renovate
Impasse du Hibou   11,house,house,280000,for sale,2,1,0,0,0,1,839m2,149m2,3,0,as new
Antwerpenstraat   24,house,house,285000,for sale,4,1,0,0,0,1,122m2,182m2,nu,0,good
Tieltsestraat   12,house,house,285000,for sale,3,1,0,0,1,1,462m2,278m2,nu,0,to be done up
8550    —        Zwevegem      |,house,house,285000,for sale,3,1,0,1,1,1,358m2,199m2,3,0,good
Nijverheidsstraat   51,house,house,289000,for sale,4,1,0,0,1,0,354m2,285m2,nu,0,to be done up
"Felix Verhaeghestraat   8, 8",house,house,298000,for sale,3,0,0,0,0,1,240m2,215m2,3,0,to renovate
Statiestraat   133,house,house,299000,for sale,5,1,0,0,1,1,1130m2,338m2,4,0,to renovate
Chaussée Noël Ledouble   58,house,house,299000,for sale,3,1,0,0,1,1,300m2,115m2,nu,0,as new
Bovekerkestraat   176,house,house,299000,for sale,4,1,0,0,0,0,305m2,170m2,nu,0,good
Eikboslaan   45,house,house,299000,for sale,4,0,0,0,0,0,507m2,200m2,nu,0,to be done up
Rue des Villas   55,house,house,311000,for sale,4,1,0,0,1,1,539m2,260m2,nu,0,to be done up
Stationstraat   49,house,house,319000,for sale,2,1,0,0,0,0,64m2,114m2,nu,0,just renovated
Boezingestraat   126,house,house,320000,for sale,4,1,0,0,0,0,915m2,210m2,nu,0,good
Rue Raymond Lebleux   44,house,house,325000,for sale,3,1,0,0,0,1,746m2,198m2,nu,0,good
Lavendellaan   24,house,house,325000,for sale,3,1,0,0,1,1,520m2,177m2,nu,0,good
Ter Wallenstraat   54,house,house,325000,for sale,3,1,0,0,0,0,289m2,200m2,nu,0,as new
Oude Zilverbergstraat   49,house,house,329000,for sale,3,1,0,0,0,1,714m2,177m2,nu,0,good
Carré Pauwels   7,house,house,330000,for sale,2,0,0,0,0,1,65m2,91m2,2,0,
Steenbrugstraat   206,house,house,335000,for sale,6,1,0,0,0,0,828m2,150m2,nu,0,good
Regelsbruggestraat   12,house,house,337000,for sale,3,1,0,0,0,1,147m2,321m2,nu,0,good
1460    —        Ittre      |,house,villa,340000,for sale,1,1,0,0,0,1,1625m2,236m2,4,0,good
Zonnebekestraat   2,house,house,349000,for sale,6,1,0,0,0,1,211m2,255m2,nu,0,as new
Lodistraat   12,house,villa,359000,for sale,3,1,0,0,0,1,607m2,240m2,nu,0,good
Vieux Chemin de Tournai   21,house,apartment block,360000,for sale,5,1,0,0,0,0,3076m2,360m2,nu,0,good
Grotestraat   79,house,house,365000,for sale,6,1,0,0,0,0,337m2,350m2,nu,0,good
Meensesteenweg   255,house,house,365000,for sale,4,1,0,0,1,1,411m2,181m2,nu,0,to be done up
Binnenstraat   59,house,house,365000,for sale,6,1,0,0,1,1,205m2,330m2,nu,0,as new
Stationsstraat   5,house,house,370000,for sale,3,1,0,0,0,1,155m2,336m2,nu,0,as new
Avenue Bel Air   2,house,villa,375000,for sale,4,1,0,0,0,1,479m2,191m2,nu,0,good
Oude Dorpsweg   17,house,house,379000,for sale,3,1,0,1,1,1,1110m2,246m2,3,0,good
Rue Sainte-Helene   27          Box A,house,house,380000,for sale,4,1,0,0,0,1,0m2,260m2,2,0,just renovated
Scheplakens   54,house,house,387000,for sale,5,1,0,0,1,1,1290m2,270m2,4,0,to be done up
Hoefstraat   89,house,mixed use building,394000,for sale,2,1,0,0,0,1,428m2,221m2,3,0,as new
Rue Goffart   39,house,house,395000,for sale,5,0,0,0,0,0,55m2,145m2,2,0,to renovate
Gistelsesteenweg   141,house,house,395000,for sale,5,0,0,1,0,1,349m2,315m2,nu,0,to renovate
Oudenaardsesteenweg   162,house,house,395000,for sale,4,1,0,0,1,0,494m2,262m2,nu,0,good
Jules de Saint-Genoisstraat   30,house,house,396000,for sale,5,1,0,0,0,1,184m2,188m2,nu,0,as new
Jules de Saint-Genoisstraat   30,house,house,396000,for sale,5,1,0,0,0,1,184m2,188m2,nu,0,as new
G. Van der Lindenlaan   43,house,house,399000,for sale,3,1,0,0,1,1,200m2,238m2,2,0,good
Julius En Maurits Sabbestraat   27,house,house,399000,for sale,3,1,0,0,1,1,210m2,124m2,nu,0,as new
Zwevezeelsestraat   83,house,house,399000,for sale,5,1,0,0,0,1,1312m2,210m2,nu,0,to be done up
2000    —        Antwerp      |,house,house,415000,for sale,2,1,0,0,0,1,42m2,126m2,2,0,as new
Rue de la Limite   63,house,house,415476,for sale,3,1,0,0,1,0,1270m2,131m2,nu,0,as new
Rue de la Limite   61,house,house,415476,for sale,3,1,0,0,1,0,1270m2,131m2,nu,0,as new
Rue Eloy   54,house,apartment block,420000,for sale,4,0,0,0,0,0,80m2,199m2,2,0,to be done up
"Heidestraat   16,",house,villa,429000,for sale,4,1,0,0,1,0,419m2,156m2,4,0,good
Bevrijdingstraat   19,house,house,429000,for sale,3,1,0,0,1,0,183m2,160m2,nu,0,as new
Amersveldestraat   9,house,house,449000,for sale,3,1,0,0,0,1,770m2,190m2,nu,0,good
Potaardestraat   38,house,mixed use building,469000,for sale,4,1,0,0,1,1,1165m2,320m2,3,0,good
Iepersteenweg   74,house,farmhouse,469000,for sale,3,1,0,0,0,1,13110m2,144m2,nu,0,to be done up
Kloosterbosstraat   26,house,bungalow,470000,for sale,3,1,0,1,0,1,586m2,167m2,nu,0,as new
Rue de Cornemont   8,house,villa,474000,for sale,4,1,0,0,1,1,4075m2,339m2,nu,1,good
Segherslaan   50,house,house,475000,for sale,2,1,0,0,0,1,93m2,210m2,nu,0,good
Rue Gilbock   9,house,villa,493600,for sale,2,1,0,0,1,1,1800m2,245m2,nu,0,as new
Limite Linkebeek   58,house,villa,495000,for sale,3,1,0,1,0,0,650m2,145m2,4,0,good
Bornstraat   30,house,villa,499000,for sale,4,1,0,0,0,1,722m2,311m2,nu,0,good
Casselstraat   3,house,villa,499000,for sale,4,1,0,0,0,1,896m2,280m2,nu,0,as new
8791    —        BEVEREN-LEIE      |,house,house,515000,for sale,3,1,0,0,0,1,1508m2,493m2,nu,1,good
8791    —        BEVEREN-LEIE      |,house,villa,515000,for sale,3,1,0,0,0,1,1508m2,493m2,nu,1,good
8791    —        BEVEREN-LEIE      |,house,bungalow,515000,for sale,3,1,0,0,0,1,1508m2,493m2,nu,1,good
Temsesteenweg   149,house,house,529000,for sale,3,1,0,0,0,1,0m2,225m2,nu,0,as new
Nieuwenhovedreef   1,house,house,530000,for sale,3,1,0,0,1,0,1430m2,171m2,nu,0,good
Kattestraat   27,house,house,530000,for sale,8,1,0,0,0,0,567m2,506m2,nu,0,to be done up
Gerard Davidstraat   26,house,villa,539000,for sale,3,1,0,0,0,1,429m2,158m2,nu,0,as new
1495    —        Villers-la-Ville      |,house,villa,540000,for sale,4,1,0,0,1,1,1759m2,161m2,4,0,as new
Baeske Broeckstraat   4,house,house,540000,for sale,5,1,0,0,1,1,473m2,247m2,4,0,
Sint-Truidersteenweg   58-60,house,house,549500,for sale,3,1,0,0,0,1,250m2,236m2,2,0,as new
"Gingelomstraat   12,",house,villa,595000,for sale,6,1,0,0,1,0,835m2,352m2,4,0,good
Witteweg   6,house,farmhouse,600000,for sale,4,1,0,0,1,1,6314m2,300m2,nu,0,good
1970    —        Wezembeek-Oppem      |,house,villa,625000,for sale,4,1,0,0,1,1,439m2,174m2,4,0,good
Verenigde Natieslaan   19,house,villa,645000,for sale,4,1,1,0,0,0,1284m2,358m2,nu,0,to renovate
Rue 't Kint   38,house,house,650000,for sale,8,1,0,0,0,1,0m2,210m2,nu,0,good
1200    —        Woluwe-Saint-Lambert      |,house,house,749000,for sale,6,1,0,0,1,1,193m2,230m2,2,0,as new
route de flobecq   441,house,farmhouse,750000,for sale,6,1,0,1,1,1,6000m2,550m2,4,0,as new
Nuchten   62,house,villa,750000,for sale,5,1,0,0,1,1,2321m2,250m2,nu,0,as new
rue général Lobau   7,house,villa,775000,for sale,4,1,0,1,1,1,1800m2,360m2,4,0,good
2970    —        Schilde      |,house,villa,849000,for sale,5,1,0,0,1,1,1521m2,360m2,4,0,to be done up
Jan van Renesselaan   6,house,villa,875000,for sale,3,1,0,0,1,0,1430m2,410m2,nu,0,as new
Dendermondesteenweg   359          Box A,house,villa,890000,for sale,5,1,0,1,1,1,1587m2,320m2,4,0,as new
Heidestraat   13,house,villa,895000,for sale,4,1,0,0,0,1,839m2,270m2,nu,0,as new
Goed ter Linden   12,house,villa,925000,for sale,5,1,0,0,1,1,2511m2,346m2,4,0,
1861    —        Wolvertem      |,house,house,950000,for sale,6,1,0,0,1,1,5662m2,498m2,4,0,good
Kapellestraat   74,house,exceptional property,979000,for sale,5,1,0,0,1,1,4170m2,nullm2,4,0,to renovate
Iepersestraat   1,house,house,1150000,for sale,9,1,0,0,0,1,213m2,444m2,nu,0,as new
1410    —        Waterloo      |,house,house,1180000,for sale,5,1,0,0,1,1,2000m2,300m2,4,0,to be done up
Ervestraat   2,house,farmhouse,1200000,for sale,5,1,0,0,0,0,20000m2,278m2,nu,0,good
Leuvensesteenweg   282,house,house,1250000,for sale,3,1,0,0,0,1,0m2,423m2,nu,1,
Antwerpsestraat   134,house,house,1250000,for sale,7,0,0,0,0,0,660m2,570m2,3,0,good
1840    —        Londerzeel      |,house,country cottage,1275000,for sale,4,1,0,0,0,0,3482m2,592m2,nu,0,good
1380    —        Lasne      |,house,villa,1285000,for sale,5,1,0,1,1,1,2220m2,300m2,4,0,just renovated
1852    —        Beigem      |,house,country cottage,1375000,for sale,5,1,0,1,0,1,997m2,507m2,4,0,just renovated
1040    —        Etterbeek      |,house,apartment block,1990000,for sale,0,1,0,0,0,1,190m2,409m2,2,0,as new
1950    —        Kraainem      |,house,house,2690000,for sale,6,1,0,0,0,1,5136m2,250m2,4,1,as new
1050    —        Ixelles      |,house,mixed use building,2750000,for sale,0,1,0,0,1,1,512m2,550m2,2,0,good
avenue des Eglantiers   37,house,house,3700000,for sale,6,1,0,1,0,1,3571m2,773m2,4,1,good
Drève des Chevreuils 42,house,villa,4150000,for sale,6,1,0,0,1,1,5568m2,845m2,4,1,as new
2950    —        Kapellen      |,house,house,5100000,for sale,9,1,0,0,0,1,6335m2,1600m2,4,1,as new
Gros-Fays   53,house,house,80000,for sale,2,1,0,0,0,1,82m2,90m2,3,0,good
Brusselsesteenweg   169,house,house,199000,for sale,3,1,0,0,0,1,0m2,127m2,nu,0,to be done up
Beertsestraat   161,house,house,215000,for sale,2,1,0,0,0,0,80m2,103m2,nu,0,as new
"Rue du Ruisseau   5,B",house,house,369000,for sale,3,1,0,0,1,1,915m2,135m2,4,0,as new
Gudrunlaan   19,house,house,385000,for sale,5,1,0,0,0,1,169m2,210m2,2,0,
Rue Warandeveld - Warandeveldstraat   125,house,town house,400000,for sale,2,1,0,1,1,1,150m2,nullm2,2,0,good
Hazelaarstraat   69,house,villa,515000,for sale,5,1,0,0,0,0,848m2,255m2,nu,0,as new
Rue Louis Thys   56,house,apartment block,725000,for sale,4,1,0,0,0,1,115m2,270m2,2,0,good
7700    —        Mouscron      |,house,house,179000,for sale,2,1,0,0,1,1,333m2,112m2,2,0,just renovated
9300    —        Aalst      |,house,house,198000,for sale,2,1,0,0,0,1,200m2,110m2,2,0,to be done up
Avenue des Fleurs   19,house,villa,209000,for sale,2,1,0,0,1,1,727m2,80m2,4,0,good
"Rue Renaissance, Miécret   19",house,house,495000,for sale,3,0,0,0,0,1,2404m2,nullm2,4,1,
1150    —        Woluwe-Saint-Pierre      |,house,house,650000,for sale,3,1,0,0,1,1,210m2,135m2,2,0,as new
Chemin d'Havré   44,house,villa,225000,for sale,3,1,0,0,0,0,0m2,110m2,4,0,to renovate
Rue de Campine   392,house,house,289000,for sale,3,1,0,0,1,1,185m2,290m2,2,0,to be done up
August Marcelstraat   6,house,exceptional property,299000,for sale,4,1,0,0,0,1,177m2,300m2,2,0,good
Marten Lemmensstraat   49,house,house,429000,for sale,4,1,0,1,1,1,250m2,250m2,2,0,as new
1180    —        Uccle      |,house,house,495000,for sale,3,0,0,0,1,1,256m2,230m2,3,0,good
rue de la croix   98,house,house,990000,for sale,4,1,0,0,0,0,10180m2,200m2,,0,
5600    —        Neuville (Philippeville)      |,house,house,195000,for sale,3,1,0,0,1,1,220m2,115m2,3,0,just renovated
"Leuvenselaan   481,",house,house,217000,for sale,3,1,0,0,1,0,649m2,166m2,2,0,to renovate
"Rue Thiembecq,   70",house,villa,295000,for sale,4,0,0,0,0,0,1300m2,180m2,4,0,
Platanendreef   67 A,house,house,297384,for sale,3,0,0,0,0,0,442m2,160m2,3,0,
"Sint-Ermelindisstraat   5,",house,house,327000,for sale,5,1,0,0,1,1,705m2,280m2,4,0,good
Heibloemstraat   32,house,house,333000,for sale,3,1,0,0,1,1,126m2,196m2,2,0,
Paddenweg,house,house,336000,for sale,3,0,0,0,1,1,183m2,162m2,2,0,
Heibloemstraat   32,house,house,339000,for sale,3,1,0,0,1,1,126m2,197m2,2,0,
Heibloemstraat   32,house,house,341000,for sale,3,1,0,0,1,1,136m2,207m2,2,0,
Heibloemstraat   32,house,house,348000,for sale,3,1,0,0,1,1,149m2,200m2,2,0,
Paardeputstraat   45,house,house,349000,for sale,4,1,0,0,0,1,0m2,142m2,3,0,
rue de Nalinnes   274,house,house,350000,for sale,4,1,0,0,1,1,600m2,229m2,2,0,as new
Heidewegel   6,house,house,368000,for sale,3,1,0,0,0,0,480m2,185m2,3,0,
Diepenbroekstraat,house,house,393000,for sale,4,0,0,0,1,1,341m2,228m2,3,0,
Sint-Truidersteenweg   576,house,exceptional property,895000,for sale,4,1,0,0,0,1,4535m2,671m2,nu,0,as new
Kleinhoefsedreef   4,house,villa,949000,for sale,4,1,0,1,1,1,2734m2,336m2,4,1,as new
Maalse Steenweg   542,house,villa,1200000,for sale,3,1,0,0,0,1,4500m2,202m2,nu,0,as new
6690    —        OTTRÉ      |,house,house,145000,for sale,2,1,0,0,0,0,830m2,210m2,4,0,to renovate
Braemstraat   67,house,house,259000,for sale,3,1,0,0,1,0,0m2,130m2,3,0,to be done up
Chaussée de Nivelles   32,house,apartment block,270000,for sale,3,1,0,0,0,0,0m2,241m2,4,0,good
Chaussée de Nivelles   32,house,house,270000,for sale,3,1,0,0,0,0,0m2,241m2,4,0,good
Wilderstraat   14          Box B,house,town house,298000,for sale,3,1,0,0,1,1,113m2,200m2,2,0,as new
Steenweg op Dendermonde   47,house,house,315000,for sale,5,1,0,0,0,0,625m2,285m2,3,0,to renovate
3080    —        VOSSEM      |,house,villa,849950,for sale,4,1,0,0,1,1,912m2,nullm2,4,0,as new
"Rue des Dolmens, Wéris   32",house,house,1500000,for sale,3,1,0,0,0,1,10133m2,nullm2,4,0,
Emile Vandervelde   243,house,house,105000,for sale,2,1,0,0,1,0,80m2,80m2,3,0,good
Quai des Usines   21,house,house,165000,for sale,3,1,0,0,0,0,380m2,nullm2,nu,0,good
7850    —        Enghien      |,house,house,170000,for sale,2,1,0,0,0,0,160m2,105m2,2,0,to renovate
Arthur Puesstraat   227,house,house,349000,for sale,3,1,0,0,0,0,202m2,201m2,nu,0,as new
Wortegemstraat   10,house,house,265000,for sale,3,0,0,0,0,1,107m2,141m2,2,0,as new
ledebaan   217,house,house,285000,for sale,3,1,0,0,0,1,0m2,163m2,2,0,just renovated
Gentstraat   165,house,house,585000,for sale,3,0,0,0,0,1,1208m2,306m2,4,0,as new
Gentstraat   165,house,bungalow,585000,for sale,3,0,0,0,0,1,1208m2,306m2,4,0,as new
Rue du Transvaal   145,house,house,225000,for sale,3,1,0,0,1,0,683m2,150m2,3,0,good
1180    —        Uccle      |,house,town house,565000,for sale,4,0,0,0,0,1,203m2,175m2,nu,0,to renovate
Boulevard Prince de Liège   35,house,apartment block,648000,for sale,2,1,0,0,0,0,531m2,310m2,nu,0,to be done up
1301    —        Bierges      |,house,house,1150000,for sale,4,1,0,0,0,0,24000m2,360m2,4,0,to renovate
Route du Hirtzenberg   29-31,house,apartment block,438000,for sale,3,1,0,0,0,1,750m2,194m2,2,0,as new
Nieuwstadweg   11,house,house,210000,for sale,2,1,0,0,0,1,140m2,170m2,2,0,as new
Veldstraat   72,house,house,279000,for sale,3,1,0,0,1,0,217m2,nullm2,2,0,to be done up
Hoogstraat   55,house,house,289000,for sale,3,1,0,0,0,1,151m2,150m2,3,0,as new
rue du Lieutenant Crépy   68,house,house,365000,for sale,3,1,0,0,0,0,1678m2,148m2,3,0,as new
Ijzerenwegstraat   14,house,house,369000,for sale,4,1,0,0,0,1,270m2,270m2,2,0,good
Sint-Arnolduslaan   98,house,house,389000,for sale,3,1,0,1,1,1,330m2,220m2,3,0,good
Rue de la Paix   95,house,house,139900,for sale,3,1,0,0,1,1,90m2,120m2,nu,0,good
Chaussee Paul Houtart   312,house,mixed use building,165000,for sale,2,1,0,0,0,0,90m2,132m2,2,0,good
Rue de l'Etang   85,house,house,179900,for sale,2,1,1,0,1,1,170m2,120m2,nu,0,as new
Nederwijk   15,house,house,199000,for sale,3,1,0,0,0,0,129m2,154m2,3,0,good
Materplein   2B,house,house,248500,for sale,2,0,0,0,0,1,58m2,124m2,2,0,as new
Rue François   10,house,house,269000,for sale,4,1,0,0,0,0,124m2,175m2,4,0,good
Fabriekstraat   28,house,house,319000,for sale,3,1,0,0,0,1,91m2,115m2,2,0,as new
Hertog Van Klevestraat   27,house,house,369000,for sale,3,1,0,0,0,1,823m2,189m2,4,0,good
Avenue Transversale   2,house,villa,495000,for sale,8,1,0,0,1,1,1500m2,180m2,nu,1,good
Sint-Hubertusstraat   87,house,house,995000,for sale,4,0,0,1,1,1,218m2,425m2,2,0,as new
Avenue Blücher   190,house,villa,3450000,for sale,9,1,0,0,0,1,1200m2,650m2,nu,1,as new
Rue Cowette   352,house,house,60000,for sale,3,1,0,0,1,0,187m2,180m2,3,0,to renovate
7850    —        Enghien      |,house,house,90000,for sale,2,1,0,0,0,0,53m2,65m2,2,0,to renovate
"Koekoekstraat   6,",house,house,160000,for sale,2,1,0,0,1,0,1193m2,98m2,4,0,to renovate
Rue du Village   15,house,house,280000,for sale,4,0,0,0,0,0,1416m2,206m2,,0,
A.Puesstraat   299,house,house,299000,for sale,2,1,0,0,0,0,580m2,125m2,nu,0,to be done up
Vierweegsestraat   47,house,apartment block,424900,for sale,2,1,0,0,0,1,174m2,242m2,2,0,
Vierweegsestraat   47,house,house,424900,for sale,2,1,0,0,0,1,174m2,242m2,2,0,
Rue Du Maitrank   164,house,house,500000,for sale,5,1,0,0,1,1,1772m2,180m2,4,0,as new
"Beertegemstraat   86,",house,villa,619000,for sale,4,0,0,0,0,0,1406m2,240m2,4,0,good
Groot Hagelkruis   88,house,mixed use building,119900,for sale,4,1,0,0,1,1,515m2,300m2,3,0,good
Vraagheideweg   10,house,bungalow,315000,for sale,3,0,0,0,0,0,1478m2,100m2,4,0,to renovate
Robert De Preesterstraat   152,house,house,315000,for sale,3,0,0,0,0,1,250m2,156m2,2,0,as new
Brusselsesteenweg   432,house,house,395000,for sale,2,1,0,0,0,1,0m2,130m2,4,0,good
Clos Des Marguerites - Madeliefjeshoek   8,house,town house,465000,for sale,4,1,0,1,1,1,335m2,192m2,3,0,as new
Dries   85,house,villa,695000,for sale,3,1,0,0,1,1,854m2,177m2,4,0,good
7134    —        Epinois      |,house,house,70000,for sale,2,1,0,0,0,0,73m2,102m2,3,0,to renovate
Veldstraat   16,house,house,225000,for sale,3,0,0,0,0,0,295m2,231m2,nu,0,to be done up
7973    —        Grandglise      |,house,villa,260000,for sale,2,1,0,0,0,1,1410m2,125m2,4,0,good
"achterstraat   192,",house,house,285000,for sale,3,1,0,0,0,0,107m2,114m2,nu,0,as new
Grotewinkellaan   56,house,town house,389000,for sale,4,1,0,0,0,0,286m2,nullm2,3,0,
